"","X.x","item_id","bundle_index","total","total_nofw","nongift","nongift_nofw","branded","branded_nofw","num_of_yuanzhuang","num_of_acc_no_price","bundle_price","price_ref","price_ref_adjgift","bundle_add_on","price_ref_rel","num_of_acc_rel","premium","premium_percent","ind_firstbundle_noacc","premrel1","benchmark","total_n_of_a","total_price_of_a","premium_minus_a","perc_premrel1","premium_minus_a_perc","Author","diff","diff_minus_a","X.y","item_sales","bundle_sales","filterted_item_sales","filtered_bundle_sales","share","filtered_item_share"
"1",1,16831203027,"2",14,12,2,2,3,3,0,4,2990,345,185,30,13,0,17,0.00568561872909699,FALSE,17,2750,1,22,-5,0.00618181818181818,-0.00181818181818182,"suyang",2,1,2,135,"8",59,6,"0.06",0.1
"2",2,16831203027,"3",15,13,2,2,3,3,0,4,3042,355,180,82,23,1,59,0.0193951347797502,FALSE,59,2750,1,22,37,0.0214545454545455,0.0134545454545455,"suyang",2,1,3,135,"7",59,5,"0.05",0.08
"8",8,18053093587,"2",9,9,4,4,2,2,0,0,3548,575,525,70,150,0,-80,-0.0225479143179256,FALSE,-80,3280,1,250,-330,-0.024390243902439,-0.100609756097561,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"9",9,18053093587,"3",11,10,4,4,2,2,0,1,3638,590,500,160,165,2,-5,-0.00137438152831226,FALSE,-5,3280,3,335,-340,-0.00152439024390244,-0.103658536585366,"suyang",8,5,NA,NA,".",NA,NA,".",NA
"10",10,18053093587,"4",11,10,4,4,2,2,0,1,3708,610,520,230,185,2,45,0.0121359223300971,FALSE,45,3280,3,335,-290,0.013719512195122,-0.0884146341463415,"suyang",8,5,NA,NA,".",NA,NA,".",NA
"11",11,18053093587,"5",14,13,6,6,5,5,0,1,3808,990,880,330,565,5,-235,-0.0617121848739496,FALSE,-235,3280,3,335,-570,-0.0716463414634146,-0.173780487804878,"suyang",11,8,NA,NA,".",NA,NA,".",NA
"12",12,18053093587,"6",14,13,6,6,5,5,0,1,3868,1010,900,390,585,5,-195,-0.0504136504653568,FALSE,-195,3280,3,335,-530,-0.0594512195121951,-0.161585365853659,"suyang",11,8,NA,NA,".",NA,NA,".",NA
"13",13,18053093587,"7",14,13,6,6,5,5,0,1,4088,1030,920,610,605,5,5,0.00122309197651663,FALSE,5,3280,3,335,-330,0.00152439024390244,-0.100609756097561,"suyang",11,8,NA,NA,".",NA,NA,".",NA
"14",14,18352298789,"2",7,7,5,5,1,1,0,0,3800,385,335,180,85,2,95,0.025,FALSE,95,3450,0,0,95,0.027536231884058,0.027536231884058,"suyang",2,2,NA,NA,".",NA,NA,".",NA
"15",15,18352298789,"3",8,8,6,6,1,1,0,0,3840,400,350,220,100,3,120,0.03125,FALSE,120,3450,0,0,120,0.0347826086956522,0.0347826086956522,"suyang",3,3,NA,NA,".",NA,NA,".",NA
"16",16,18352298789,"4",9,9,6,6,3,3,0,0,4090,450,380,470,150,4,320,0.078239608801956,FALSE,320,3450,0,0,320,0.0927536231884058,0.0927536231884058,"suyang",4,4,NA,NA,".",NA,NA,".",NA
"17",17,18352298789,"5",9,9,6,6,2,2,0,0,3900,520,450,280,220,4,60,0.0153846153846154,FALSE,60,3450,1,50,10,0.0173913043478261,0.00289855072463768,"suyang",6,5,NA,NA,".",NA,NA,".",NA
"18",18,18352298789,"6",9,9,6,6,3,3,0,0,4150,500,430,530,200,4,330,0.0795180722891566,FALSE,330,3450,1,50,280,0.0956521739130435,0.0811594202898551,"suyang",6,5,NA,NA,".",NA,NA,".",NA
"19",19,18352298789,"7",10,10,7,7,3,3,0,0,4100,670,600,480,370,5,110,0.0268292682926829,FALSE,110,3450,1,50,60,0.0318840579710145,0.0173913043478261,"suyang",7,6,NA,NA,".",NA,NA,".",NA
"21",21,18820622609,"2",9,9,4,4,5,5,0,0,4100,325,280,200,120,1,80,0.0195121951219512,FALSE,80,3450,1,30,50,0.0231884057971014,0.0144927536231884,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"22",22,18820622609,"3",9,9,4,4,5,5,0,0,4200,555,510,300,350,1,-50,-0.0119047619047619,FALSE,-50,3450,2,110,-160,-0.0144927536231884,-0.0463768115942029,"suyang",5,3,NA,NA,".",NA,NA,".",NA
"23",23,18999829018,"2",9,9,7,7,9,9,0,1,3230,340,290,50,40,0,10,0.00309597523219814,FALSE,10,2840,1,30,-20,0.00352112676056338,-0.00704225352112676,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"24",24,18999829018,"3",9,9,7,7,9,9,0,1,3260,370,320,80,70,0,10,0.00306748466257669,FALSE,10,2840,1,30,-20,0.00352112676056338,-0.00704225352112676,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"25",25,18999829018,"4",10,10,8,8,10,10,0,1,3260,400,350,80,100,1,-20,-0.00613496932515337,FALSE,-20,2840,0,0,-20,-0.00704225352112676,-0.00704225352112676,"suyang",1,1,NA,NA,".",NA,NA,".",NA
"26",26,18999829018,"5",10,10,8,8,10,10,0,1,3350,440,390,170,140,1,30,0.00895522388059702,FALSE,30,2840,1,30,0,0.0105633802816901,0,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"27",27,18999829018,"6",10,10,8,8,10,10,0,1,3560,470,420,380,170,1,210,0.0589887640449438,FALSE,210,2840,1,30,180,0.073943661971831,0.0633802816901408,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"28",28,18999829018,"7",12,12,9,9,12,12,0,1,3510,615,520,330,315,3,15,0.00427350427350427,FALSE,15,2840,1,30,-15,0.00528169014084507,-0.00528169014084507,"suyang",5,4,NA,NA,".",NA,NA,".",NA
"29",29,18999829018,"8",12,12,9,9,12,12,0,1,3610,735,640,430,435,3,-5,-0.00138504155124654,FALSE,-5,2840,2,140,-145,-0.00176056338028169,-0.051056338028169,"suyang",7,5,NA,NA,".",NA,NA,".",NA
"30",30,19999809846,"2",21,19,7,7,5,5,0,5,3120,403,185,40,-5,0,45,0.0144230769230769,FALSE,45,2850,1,35,10,0.0157894736842105,0.00350877192982456,"suyang",2,1,27,42,"4",25,4,"0.1",0.16
"31",31,19999809846,"3",23,21,9,9,5,5,0,5,3190,603,385,110,195,2,-85,-0.0266457680250784,FALSE,-85,2850,2,85,-170,-0.0298245614035088,-0.0596491228070175,"suyang",6,4,28,42,"5",25,1,"0.12",0.04
"32",32,19999809846,"4",26,24,10,10,6,6,0,5,3250,788,450,170,380,5,-210,-0.0646153846153846,FALSE,-210,2850,1,50,-260,-0.0736842105263158,-0.0912280701754386,"suyang",7,6,29,42,"4",25,2,"0.1",0.08
"37",37,20167630571,"2",14,14,14,14,4,4,0,0,3080,428,428,70,80,2,-10,-0.00324675324675325,FALSE,-10,2780,2,60,-70,-0.00359712230215827,-0.0251798561151079,"suyang",4,2,44,107,"23",66,14,"0.21",0.21
"38",38,20167630571,"3",14,14,14,14,4,4,0,0,3120,423,423,110,75,2,35,0.0112179487179487,FALSE,35,2780,3,95,-60,0.012589928057554,-0.0215827338129496,"suyang",6,3,45,107,"22",66,16,"0.21",0.24
"39",39,20167630571,"4",14,14,14,14,4,4,0,0,3190,458,458,180,110,2,70,0.0219435736677116,FALSE,70,2780,4,110,-40,0.0251798561151079,-0.0143884892086331,"suyang",8,4,46,107,"12",66,10,"0.11",0.15
"40",40,20167630571,"5",16,16,16,16,4,4,0,0,3450,523,523,440,175,4,265,0.0768115942028986,FALSE,265,2780,3,95,170,0.0953237410071942,0.0611510791366906,"suyang",8,5,47,107,"3",66,2,"0.03",0.03
"41",41,20186366493,"2",17,15,10,8,1,1,0,2,5120,495,260,40,55,1,-15,-0.0029296875,FALSE,-15,3110,1,20,-35,-0.00482315112540193,-0.0112540192926045,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"42",42,20186366493,"3",17,15,10,8,1,1,0,2,5150,500,265,70,60,1,10,0.00194174757281553,FALSE,10,3110,1,20,-10,0.00321543408360129,-0.00321543408360129,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"43",43,20186366493,"4",17,15,10,8,1,1,0,2,5190,500,265,110,60,1,50,0.00963391136801541,FALSE,50,3110,0,0,50,0.0160771704180064,0.0160771704180064,"suyang",1,1,NA,NA,".",NA,NA,".",NA
"44",44,20186366493,"5",18,16,11,9,1,1,0,2,5240,555,320,160,115,2,45,0.00858778625954199,FALSE,45,3110,1,20,25,0.0144694533762058,0.00803858520900321,"suyang",4,3,NA,NA,".",NA,NA,".",NA
"45",45,20186366493,"6",18,16,11,9,1,1,0,2,5270,560,325,190,120,2,70,0.0132827324478178,FALSE,70,3110,1,20,50,0.022508038585209,0.0160771704180064,"suyang",4,3,NA,NA,".",NA,NA,".",NA
"46",46,20186366493,"7",18,16,11,9,1,1,0,2,5350,570,335,270,130,2,140,0.0261682242990654,FALSE,140,3110,1,20,120,0.045016077170418,0.0385852090032154,"suyang",4,3,NA,NA,".",NA,NA,".",NA
"47",47,20186366493,"8",18,16,11,9,1,1,0,2,5380,575,340,300,135,2,165,0.0306691449814126,FALSE,165,3110,1,20,145,0.0530546623794212,0.0466237942122186,"suyang",4,3,NA,NA,".",NA,NA,".",NA
"48",48,20373091017,"2",9,9,2,2,0,0,0,0,3130,250,65,20,15,0,5,0.00159744408945687,FALSE,5,2950,1,40,-35,0.00169491525423729,-0.011864406779661,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"49",49,20373091017,"3",9,9,2,2,0,0,0,0,3130,285,65,20,50,0,-30,-0.00958466453674121,FALSE,-30,2950,1,40,-70,-0.0101694915254237,-0.023728813559322,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"50",50,20728727154,"2",13,13,8,8,3,3,0,0,3658,615,530,120,170,2,-50,-0.0136686714051394,FALSE,-50,3358,3,50,-100,-0.0148898153662895,-0.0297796307325789,"suyang",6,3,NA,NA,".",NA,NA,".",NA
"51",51,20728727154,"3",13,13,8,8,3,3,0,0,3768,790,705,230,345,2,-115,-0.03052016985138,FALSE,-115,3358,4,180,-295,-0.0342465753424658,-0.0878499106611078,"suyang",8,4,NA,NA,".",NA,NA,".",NA
"52",52,20728727154,"4",14,14,8,8,3,3,0,0,3958,835,620,420,390,3,30,0.00757958564931784,FALSE,30,3358,4,180,-150,0.00893388921977368,-0.0446694460988684,"suyang",9,5,NA,NA,".",NA,NA,".",NA
"53",53,20728727154,"5",14,14,8,8,4,4,0,1,4088,960,745,550,515,3,35,0.00856164383561644,FALSE,35,3358,5,330,-295,0.0104228707564026,-0.0878499106611078,"suyang",13,8,NA,NA,".",NA,NA,".",NA
"54",54,20728727154,"6",14,14,8,8,5,5,0,0,4188,920,705,650,475,3,175,0.0417860553963706,FALSE,175,3358,5,330,-155,0.0521143537820131,-0.0461584276354973,"suyang",13,8,NA,NA,".",NA,NA,".",NA
"55",55,20728727154,"7",14,14,8,8,5,5,0,0,4358,920,705,820,475,3,345,0.0791647544745296,FALSE,345,3358,5,330,15,0.102739726027397,0.00446694460988684,"suyang",13,8,NA,NA,".",NA,NA,".",NA
"56",56,20728727154,"8",16,16,10,10,5,5,0,0,4500,1060,845,962,615,5,347,0.0771111111111111,FALSE,347,3358,5,330,17,0.103335318642049,0.00506253722453842,"suyang",15,10,NA,NA,".",NA,NA,".",NA
"57",57,23896264169,"2",11,10,4,4,9,9,0,1,3450,560,410,100,165,2,-65,-0.0188405797101449,FALSE,-65,3150,1,100,-165,-0.0206349206349206,-0.0523809523809524,"suyang",4,3,NA,NA,".",NA,NA,".",NA
"58",58,23896264169,"3",10,9,3,3,8,8,0,1,3450,515,365,100,120,1,-20,-0.00579710144927536,FALSE,-20,3150,2,145,-165,-0.00634920634920635,-0.0523809523809524,"suyang",5,3,NA,NA,".",NA,NA,".",NA
"59",59,23896264169,"4",12,11,4,4,10,10,0,1,3550,635,465,200,240,3,-40,-0.0112676056338028,FALSE,-40,3150,2,145,-185,-0.0126984126984127,-0.0587301587301587,"suyang",7,5,NA,NA,".",NA,NA,".",NA
"60",60,23896264169,"5",13,12,5,5,11,11,0,1,3650,620,450,300,225,4,75,0.0205479452054795,FALSE,75,3150,2,145,-70,0.0238095238095238,-0.0222222222222222,"suyang",8,6,NA,NA,".",NA,NA,".",NA
"61",61,23896264169,"6",13,12,5,5,11,11,0,1,3800,900,730,450,505,4,-55,-0.0144736842105263,FALSE,-55,3150,3,345,-400,-0.0174603174603175,-0.126984126984127,"suyang",10,7,NA,NA,".",NA,NA,".",NA
"62",62,23896264169,"7",13,12,5,5,11,11,0,1,3920,958,788,570,563,4,7,0.00178571428571429,FALSE,7,3150,3,345,-338,0.00222222222222222,-0.107301587301587,"suyang",10,7,NA,NA,".",NA,NA,".",NA
"63",63,23896264169,"8",13,12,6,6,11,11,0,1,4050,1058,988,700,663,4,37,0.0091358024691358,FALSE,37,3150,3,345,-308,0.0117460317460317,-0.0977777777777778,"suyang",10,7,NA,NA,".",NA,NA,".",NA
"69",69,23969324559,"2",16,16,12,12,5,5,0,0,3160,645,540,60,280,3,-220,-0.069620253164557,FALSE,-220,2750,2,70,-290,-0.08,-0.105454545454545,"suyang",7,5,NA,NA,".",NA,NA,".",NA
"70",70,23969324559,"3",18,18,14,14,7,7,0,0,3180,715,610,80,350,5,-270,-0.0849056603773585,FALSE,-270,2750,2,70,-340,-0.0981818181818182,-0.123636363636364,"suyang",9,7,NA,NA,".",NA,NA,".",NA
"76",76,24291960195,"2",5,5,5,5,5,5,0,0,5130,158,158,100,46,1,54,0.0105263157894737,FALSE,54,4099,1,22,32,0.0131739448646011,0.00780678214198585,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"77",77,24291960195,"3",7,7,7,7,6,6,0,0,5250,268,268,220,156,3,64,0.0121904761904762,FALSE,64,4099,2,72,-8,0.0156135642839717,-0.00195169553549646,"suyang",7,5,NA,NA,".",NA,NA,".",NA
"78",78,24291960195,"4",7,7,7,7,6,6,0,0,5470,288,288,440,176,3,264,0.0482632541133455,FALSE,264,4099,2,72,192,0.0644059526713833,0.0468406928519151,"suyang",7,5,NA,NA,".",NA,NA,".",NA
"79",79,24291960195,"5",7,7,7,7,6,6,0,0,5450,498,498,420,386,3,34,0.00623853211009174,FALSE,34,4099,2,72,-38,0.00829470602585997,-0.0092705537936082,"suyang",7,5,NA,NA,".",NA,NA,".",NA
"80",80,24291960195,"6",7,7,7,7,6,6,0,0,5510,520,520,480,408,3,72,0.0130671506352087,FALSE,72,4099,2,72,0,0.0175652598194682,0,"suyang",7,5,NA,NA,".",NA,NA,".",NA
"81",81,24291960195,"7",7,7,7,7,6,6,0,0,5730,540,540,700,428,3,272,0.0474694589877836,FALSE,272,4099,2,72,200,0.0663576482068797,0.0487923883874116,"suyang",7,5,NA,NA,".",NA,NA,".",NA
"82",82,24319152517,"2",7,7,7,7,0,0,0,0,3798,325,325,200,45,2,155,0.040810953133228,FALSE,155,3348,1,35,120,0.0462962962962963,0.03584229390681,"suyang",4,3,56,1,"1",NA,NA,"1",NA
"86",86,24596036343,"2",12,12,7,7,6,6,0,0,3319,340,245,60,80,2,-20,-0.00602591141910214,FALSE,-20,3049,0,0,-20,-0.00655952771400459,-0.00655952771400459,"suyang",2,2,59,5,"3",NA,NA,"0.6",NA
"87",87,24596036343,"3",13,13,8,8,7,7,0,0,3479,380,285,220,120,3,100,0.0287438919229664,FALSE,100,3049,1,35,65,0.032797638570023,0.0213184650705149,"suyang",5,4,NA,NA,".",NA,NA,".",NA
"88",88,24596036343,"4",14,14,9,9,7,7,0,1,3599,440,345,340,180,4,160,0.0444567935537649,FALSE,160,3049,2,40,120,0.0524762217120367,0.0393571662840276,"suyang",8,6,NA,NA,".",NA,NA,".",NA
"89",89,24596036343,"5",14,14,9,9,7,7,0,2,3799,315,220,540,55,4,485,0.127665175046065,FALSE,485,3049,2,40,445,0.159068547064611,0.145949491636602,"suyang",8,6,NA,NA,".",NA,NA,".",NA
"90",90,24596036343,"6",15,15,10,10,8,8,0,2,4049,495,400,790,235,5,555,0.137070881699185,FALSE,555,3049,2,40,515,0.182026894063627,0.168907838635618,"suyang",9,7,NA,NA,".",NA,NA,".",NA
"96",96,26519380192,"2",15,15,8,8,9,9,0,2,3600,268,190,110,30,1,80,0.0222222222222222,FALSE,80,3260,1,0,80,0.0245398773006135,0.0245398773006135,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"97",97,26519380192,"3",15,15,8,8,9,9,0,1,3710,408,330,220,170,1,50,0.0134770889487871,FALSE,50,3260,2,30,20,0.0153374233128834,0.00613496932515337,"suyang",5,3,NA,NA,".",NA,NA,".",NA
"98",98,26519380192,"4",15,15,8,8,9,9,0,1,3820,408,330,330,170,1,160,0.0418848167539267,FALSE,160,3260,4,55,105,0.049079754601227,0.0322085889570552,"suyang",9,5,NA,NA,".",NA,NA,".",NA
"99",99,26519380192,"5",17,17,10,10,10,10,0,1,3930,618,540,440,380,3,60,0.0152671755725191,FALSE,60,3260,4,55,5,0.0184049079754601,0.00153374233128834,"suyang",11,7,NA,NA,".",NA,NA,".",NA
"100",100,26519380192,"6",17,17,10,10,10,10,0,1,4140,888,810,650,650,3,0,0,FALSE,0,3260,4,55,-55,0,-0.0168711656441718,"suyang",11,7,NA,NA,".",NA,NA,".",NA
"101",101,26519380192,"7",17,17,10,10,10,10,0,1,4640,1018,940,1150,780,3,370,0.0797413793103448,FALSE,370,3260,4,55,315,0.113496932515337,0.0966257668711656,"suyang",11,7,NA,NA,".",NA,NA,".",NA
"102",102,27462844289,"2",12,12,4,4,6,6,0,1,3260,506,295,40,-10,0,50,0.0153374233128834,FALSE,50,3060,2,90,-40,0.0163398692810458,-0.0130718954248366,"suyang",4,2,73,152,"26",38,6,"0.17",0.16
"103",103,27462844289,"3",13,13,5,5,7,7,0,1,3460,611,400,240,95,1,145,0.0419075144508671,FALSE,145,3060,1,35,110,0.0473856209150327,0.0359477124183007,"suyang",3,2,74,152,"22",38,5,"0.14",0.13
"104",104,27462844289,"4",13,13,5,5,7,7,0,1,3540,631,420,320,115,1,205,0.057909604519774,FALSE,205,3060,1,35,170,0.0669934640522876,0.0555555555555556,"suyang",3,2,75,152,"19",38,4,"0.13",0.11
"105",105,27462844289,"5",15,15,7,7,9,9,0,1,3960,851,640,740,335,3,405,0.102272727272727,FALSE,405,3060,2,235,170,0.132352941176471,0.0555555555555556,"suyang",7,5,76,152,"20",38,5,"0.13",0.13
"106",106,27462844289,"6",15,15,7,7,9,9,0,1,4040,871,660,820,355,3,465,0.11509900990099,FALSE,465,3060,2,235,230,0.151960784313725,0.0751633986928105,"suyang",7,5,77,152,"30",38,3,"0.2",0.08
"107",107,35540978058,"2",11,11,5,5,4,4,0,0,3338,630,410,210,275,2,-65,-0.0194727381665668,FALSE,-65,2998,1,35,-100,-0.0216811207471648,-0.0333555703802535,"suyang",4,3,82,8,"3",5,2,"0.38",0.4
"108",108,35540978058,"3",12,12,6,6,5,5,0,1,3448,630,410,320,275,3,45,0.0130510440835267,FALSE,45,2998,1,35,10,0.0150100066711141,0.00333555703802535,"suyang",5,4,83,8,"1",5,NA,"0.13",NA
"109",109,35540978058,"4",12,12,6,6,5,5,0,1,3598,622,402,470,267,3,203,0.056420233463035,FALSE,203,2998,1,35,168,0.0677118078719146,0.0560373582388259,"suyang",5,4,NA,NA,".",NA,NA,".",NA
"110",110,35540978058,"5",12,12,6,6,5,5,0,0,3798,847,627,670,492,3,178,0.0468667719852554,FALSE,178,2998,1,35,143,0.0593729152768512,0.0476984656437625,"suyang",5,4,NA,NA,".",NA,NA,".",NA
"111",111,35674260254,"2",13,13,11,11,2,2,0,0,2930,463,353,30,13,0,17,0.00580204778156997,FALSE,17,2710,1,22,-5,0.00627306273062731,-0.0018450184501845,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"112",112,35674260254,"3",13,13,11,11,2,2,0,0,2970,458,348,70,8,0,62,0.0208754208754209,FALSE,62,2710,1,22,40,0.0228782287822878,0.014760147601476,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"113",113,35674260254,"4",13,13,11,11,2,2,0,0,3050,478,368,150,28,0,122,0.04,FALSE,122,2710,1,22,100,0.0450184501845018,0.03690036900369,"suyang",2,1,NA,NA,".",NA,NA,".",NA
"114",114,35674260254,"5",14,14,12,12,2,2,0,0,3090,538,428,190,88,1,102,0.0330097087378641,FALSE,102,2710,1,22,80,0.0376383763837638,0.029520295202952,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"115",115,35674260254,"6",14,14,12,12,2,2,0,0,3170,533,423,270,83,1,187,0.0589905362776025,FALSE,187,2710,1,22,165,0.0690036900369004,0.0608856088560886,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"116",116,35674260254,"7",14,14,12,12,2,2,0,0,3210,553,443,310,103,1,207,0.0644859813084112,FALSE,207,2710,1,22,185,0.0763837638376384,0.0682656826568266,"suyang",3,2,NA,NA,".",NA,NA,".",NA
"117",117,35674260254,"8",17,17,12,12,2,2,0,0,3250,663,443,350,213,4,137,0.0421538461538462,FALSE,137,2710,1,22,115,0.0505535055350554,0.0424354243542435,"suyang",6,5,NA,NA,".",NA,NA,".",NA
"122",122,36574928690,"2",16,16,16,16,2,2,0,0,3040,490,490,80,260,4,-180,-0.0592105263157895,FALSE,-180,2860,0,0,-180,-0.0629370629370629,-0.0629370629370629,"suyang",2,2,NA,NA,".",NA,NA,".",NA
"126",126,36613205733,"2",18,18,15,15,6,6,0,2,3059,470,390,60,80,2,-20,-0.006538084341288,FALSE,-20,2849,2,70,-90,-0.00702000702000702,-0.0315900315900316,"suyang",6,4,NA,NA,".",NA,NA,".",NA
"127",127,36613205733,"3",19,19,16,16,7,7,0,2,3139,550,470,140,160,3,-20,-0.00637145587766805,FALSE,-20,2849,2,70,-90,-0.00702000702000702,-0.0315900315900316,"suyang",7,5,NA,NA,".",NA,NA,".",NA
"128",128,36613205733,"4",21,21,18,18,7,7,0,2,3239,630,550,240,240,5,0,0,FALSE,0,2849,2,70,-70,0,-0.0245700245700246,"suyang",9,7,NA,NA,".",NA,NA,".",NA
"131",131,36910165248,"2",7,6,6,5,0,0,0,1,3118,180,170,40,5,0,35,0.0112251443232842,FALSE,35,2858,1,25,10,0.0122463261021693,0.00349895031490553,"suyang",2,1,97,117,"5",54,3,"0.04",0.06
"132",132,36910165248,"3",12,10,11,9,0,0,0,2,3228,445,435,150,270,5,-120,-0.0371747211895911,FALSE,-120,2858,0,0,-120,-0.0419874037788663,-0.0419874037788663,"suyang",5,5,98,117,"11",54,4,"0.09",0.07
"133",133,36910165248,"4",12,10,11,9,0,0,0,2,3268,450,440,190,275,5,-85,-0.0260097919216646,FALSE,-85,2858,1,25,-110,-0.029741077676697,-0.0384884534639608,"suyang",7,6,99,117,"10",54,4,"0.09",0.07
"134",134,36910165248,"5",12,10,11,9,0,0,0,2,3358,475,465,280,300,5,-20,-0.00595592614651578,FALSE,-20,2858,1,25,-45,-0.00699790062981106,-0.0157452764170749,"suyang",7,6,100,117,"2",54,1,"0.02",0.02
"138",138,36982442137,"2",21,21,13,13,0,0,0,0,3626.85714285714,939,781,58.5714285714284,120,0,-61.4285714285716,-0.01693713565464,FALSE,-61.4285714285716,3328,4,395,-456.428571428572,-0.0184581043956044,-0.137148008241758,"suyang",8,4,NA,NA,".",NA,NA,".",NA
